,val_id,train_id,name,description,resnet_id,resnet_desc,resnet_class
708,709,n04200800,"shoe shop, shoe-shop, shoe store",a shop where shoes are sold,n04200800,shoe_shop,789
709,710,n04443257,"tobacco shop, tobacconist shop, tobacconist",a shop that sells pipes and pipe tobacco and cigars and cigarettes,n04443257,tobacco_shop,861
710,711,n04462240,toyshop,shop where toys are sold,n04462240,toyshop,866
711,712,n03388043,fountain,a structure from which an artificially produced jet of water arises,n03388043,fountain,563
712,713,n03042490,cliff dwelling,"a rock and adobe dwelling built on sheltered ledges in the sides of a cliff; ""the Anasazi built cliff dwellings in the southwestern United States""",n03042490,cliff_dwelling,501
713,714,n04613696,yurt,a circular domed dwelling that is portable and self-supporting; originally used by nomadic Mongol and Turkic people of central Asia but now used as inexpensive alternative or temporary housing,n04613696,yurt,916
714,715,n03216828,"dock, dockage, docking facility","landing in a harbor next to a pier where ships are loaded and unloaded or repaired; may have gates to let water in or out; ""the ship arrived at the dock more than a day late""",n03216828,dock,537
715,716,n02892201,"brass, memorial tablet, plaque",a memorial made of brass,n02892201,brass,459
716,717,n03743016,"megalith, megalithic structure",memorial consisting of a very large stone forming part of a prehistoric structure (especially in western Europe),n03743016,megalith,650
717,718,n02788148,"bannister, banister, balustrade, balusters, handrail",a railing at the side of a staircase or balcony to prevent people from falling,n02788148,bannister,422
718,719,n02894605,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away,n02894605,breakwater,461
719,720,n03160309,"dam, dike, dyke",a barrier constructed to contain the flow of water or to keep out the sea,n03160309,dam,526
720,721,n03000134,chainlink fence,a fence of steel wires woven into a diamond pattern,n03000134,chainlink_fence,490
721,722,n03930313,"picket fence, paling",a fence made of upright pickets,n03930313,picket_fence,717
722,723,n04604644,"worm fence, snake fence, snake-rail fence, Virginia fence",rail fence consisting of a zigzag of interlocking rails,n04604644,worm_fence,913
723,724,n04326547,stone wall,a fence built of rough stones; used to separate fields,n04326547,stone_wall,826
724,725,n03459775,"grille, radiator grille",grating that admits cooling air to car's radiator,n03459775,grille,582
725,726,n04239074,sliding door,a door that opens by sliding instead of swinging,n04239074,sliding_door,800
726,727,n04501370,turnstile,a gate consisting of a post that acts as a pivot for rotating arms; set in a passageway for controlling the persons entering,n04501370,turnstile,878
727,728,n03792972,mountain tent,a lightweight tent with a floor; flaps close with a zipper,n03792972,mountain_tent,673
728,729,n04149813,scoreboard,a large board for displaying the score of a contest (and some other information),n04149813,scoreboard,782
729,730,n03530642,honeycomb,a framework of hexagonal cells resembling the honeycomb built by bees,n03530642,honeycomb,600
730,731,n03961711,plate rack,a rack for holding plates to dry after they have been washed,n03961711,plate_rack,730
731,732,n03903868,"pedestal, plinth, footstall",an architectural support or base (as for a column or statue),n03903868,pedestal,709
732,733,n02814860,"beacon, lighthouse, beacon light, pharos",a tower with a light that gives warning of shoals to passing ships,n02814860,beacon,438
733,734,n07711569,mashed potato,potato that has been peeled and boiled and then mashed,n07711569,mashed_potato,936
734,735,n07720875,bell pepper,large bell-shaped sweet pepper in green or red or yellow or orange or black varieties,n07720875,bell_pepper,946
735,736,n07714571,head cabbage,any of several varieties of cabbage having a large compact globular head; may be steamed or boiled or stir-fried or used raw in coleslaw,n07714571,head_cabbage,937
736,737,n07714990,broccoli,branched green undeveloped flower heads,n07714990,broccoli,938
737,738,n07715103,cauliflower,compact head of white undeveloped flowers,n07715103,cauliflower,939
738,739,n07716358,"zucchini, courgette",small cucumber-shaped vegetable marrow; typically dark green,n07716358,zucchini,940
739,740,n07716906,spaghetti squash,medium-sized oval squash with flesh in the form of strings that resemble spaghetti,n07716906,spaghetti_squash,941
740,741,n07717410,acorn squash,small dark green or yellow ribbed squash with yellow to orange flesh,n07717410,acorn_squash,942
741,742,n07717556,butternut squash,buff-colored squash with a long usually straight neck and sweet orange flesh,n07717556,butternut_squash,943
742,743,n07718472,"cucumber, cuke",cylindrical green fruit with thin green rind and white flesh eaten as a vegetable; related to melons,n07718472,cucumber,944
743,744,n07718747,"artichoke, globe artichoke",a thistlelike flower head with edible fleshy leaves and heart,n07718747,artichoke,945
744,745,n07730033,cardoon,only parts eaten are roots and especially stalks (blanched and used as celery); related to artichokes,n07730033,cardoon,947
745,746,n07734744,mushroom,fleshy body of any of numerous edible fungi,n07734744,mushroom,948
746,747,n04209239,shower curtain,a curtain that keeps water from splashing out of the shower area,n04209239,shower_curtain,795
747,748,n03594734,"jean, blue jean, denim",(usually plural) close-fitting trousers of heavy denim for manual work or casual wear,n03594734,jean,609
748,749,n02971356,carton,a box made of cardboard; opens by flaps on top,n02971356,carton,479
749,750,n03485794,"handkerchief, hankie, hanky, hankey",a square piece of cloth used for wiping the eyes or nose or as a costume accessory,n03485794,handkerchief,592
750,751,n04133789,sandal,a shoe consisting of a sole fastened by straps to the foot,n04133789,sandal,775
751,752,n02747177,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",a bin that holds rubbish until it is collected,n02747177,ashcan,413
752,753,n04125021,safe,strongbox where valuables can be safely kept,n04125021,safe,772
753,754,n07579787,plate,"a main course served on a plate; ""a vegetable plate""; ""the blue plate special""",n07579787,plate,924
754,755,n03814906,necklace,jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women),n03814906,necklace,680
755,756,n03134739,croquet ball,a wooden ball used in playing croquet,n03134739,croquet_ball,523
756,757,n03404251,fur coat,a coat made of fur,n03404251,fur_coat,569
757,758,n04423845,thimble,a small metal cap to protect the finger while sewing; can be used as a small container,n04423845,thimble,856
758,759,n03877472,"pajama, pyjama, pj's, jammies",(usually plural) loose-fitting nightclothes worn for sleeping or lounging; have a jacket top and trousers,n03877472,pajama,698
759,760,n04120489,running shoe,a light comfortable shoe designed for running,n04120489,running_shoe,771
760,761,n03062245,cocktail shaker,a shaker for mixing cocktails,n03062245,cocktail_shaker,504
761,762,n03014705,chest,box with a lid; used for storage; usually large and sturdy,n03014705,chest,493
762,763,n03717622,manhole cover,a flush iron cover for a manhole (as in a street),n03717622,manhole_cover,641
763,764,n03777754,modem,(from a combination of MOdulate and DEModulate) electronic equipment consisting of a device used to connect computers by a telephone line,n03777754,modem,663
764,765,n04493381,"tub, vat",a large open vessel for holding or storing liquids,n04493381,tub,877
765,766,n04476259,tray,an open receptacle for holding or displaying or serving articles or food,n04476259,tray,869
766,767,n02777292,"balance beam, beam",a gymnastic apparatus used by women gymnasts,n02777292,balance_beam,417
767,768,n07693725,"bagel, beigel",(Yiddish) glazed yeast-raised doughnut-shaped roll with hard crust,n07693725,bagel,932
768,769,n03998194,"prayer rug, prayer mat",a small rug used by Muslims during their devotions,n03998194,prayer_rug,742
769,770,n03617480,kimono,a loose robe; imitated from robes originally worn by Japanese,n03617480,kimono,615
770,771,n07590611,"hot pot, hotpot",a stew of meat and potatoes cooked in a tightly covered pot,n07590611,hot_pot,927
771,772,n04579145,whiskey jug,a jug that contains whiskey,n04579145,whiskey_jug,902
772,773,n03623198,knee pad,protective garment consisting of a pad worn by football or baseball or hockey players,n03623198,knee_pad,616
773,774,n07248320,"book jacket, dust cover, dust jacket, dust wrapper",a paper jacket for a book; a jacket on which promotional information is usually printed,n07248320,book_jacket,922
774,775,n04277352,spindle,a stick or pin used to twist the yarn in spinning,n04277352,spindle,817
775,776,n04229816,ski mask,a woolen face mask to protect the face from cold while skiing on snow,n04229816,ski_mask,797
776,777,n02823428,beer bottle,a bottle that holds beer,n02823428,beer_bottle,441
777,778,n03127747,crash helmet,a padded helmet worn by people riding bicycles or motorcycles; protects the head in case of accidents,n03127747,crash_helmet,519
778,779,n02877765,bottlecap,a cap that seals a bottle,n02877765,bottlecap,456
779,780,n04435653,tile roof,a roof made of fired clay tiles,n04435653,tile_roof,859
780,781,n03724870,mask,a covering to disguise or conceal the face,n03724870,mask,644
781,782,n03710637,maillot,tights for dancers or gymnasts,n03710637,maillot,639
782,783,n03920288,Petri dish,a shallow dish used to culture bacteria,n03920288,Petri_dish,713
783,784,n03379051,football helmet,a padded helmet with a face mask to protect the head of football players,n03379051,football_helmet,561
784,785,n02807133,"bathing cap, swimming cap",a tight-fitting cap that keeps hair dry while swimming,n02807133,bathing_cap,434
785,786,n04399382,"teddy, teddy bear",plaything consisting of a child's toy bear (usually plush and stuffed with soft materials),n04399382,teddy,851
786,787,n03527444,holster,a sheath (usually leather) for carrying a handgun,n03527444,holster,598
787,788,n03983396,"pop bottle, soda bottle",a bottle for holding soft drinks,n03983396,pop_bottle,738
788,789,n03924679,photocopier,a copier that uses photographic methods of making copies,n03924679,photocopier,714
789,790,n04532106,vestment,gown (especially ceremonial garments) worn by the clergy,n04532106,vestment,888
790,791,n06785654,"crossword puzzle, crossword",a puzzle in which words corresponding to numbered clues are to be found and written in to squares in the puzzle,n06785654,crossword_puzzle,919
791,792,n03445777,golf ball,a small hard ball used in playing golf; dimpled to reduce wind resistance,n03445777,golf_ball,575
792,793,n07613480,trifle,"a cold pudding made of layers of sponge cake spread with fruit or jelly; may be decorated with nuts, cream, or chocolate",n07613480,trifle,928
793,794,n04350905,"suit, suit of clothes","a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color; ""they buried him in his best suit""",n04350905,suit,835
794,795,n04562935,water tower,a large reservoir for water,n04562935,water_tower,901
795,796,n03325584,"feather boa, boa",a long thin fluffy scarf of feathers or fur,n03325584,feather_boa,553
796,797,n03045698,cloak,anything that covers or conceals,n03045698,cloak,502
797,798,n07892512,red wine,wine having a red color derived from skins of dark-colored grapes,n07892512,red_wine,967
798,799,n03250847,drumstick,a stick used for playing a drum,n03250847,drumstick,543
799,800,n04192698,"shield, buckler",armor carried on the arm to intercept blows,n04192698,shield,788
800,801,n03026506,Christmas stocking,a stocking that is filled with small Christmas presents,n03026506,Christmas_stocking,497
801,802,n03534580,"hoopskirt, crinoline",a skirt stiffened with hoops,n03534580,hoopskirt,602
802,803,n07565083,menu,the dishes making up a meal,n07565083,menu,923
803,804,n04296562,stage,"a large platform on which people can stand and can be seen by an audience; ""he clambered up onto the stage and got the actors to help him into the box""",n04296562,stage,820
804,805,n02869837,"bonnet, poke bonnet",a hat tied under the chin,n02869837,bonnet,453
805,806,n07871810,"meat loaf, meatloaf",a baked loaf of ground meat,n07871810,meat_loaf,963
806,807,n02799071,baseball,a ball used in playing baseball,n02799071,baseball,430
807,808,n03314780,face powder,cosmetic powder for the face,n03314780,face_powder,552
808,809,n04141327,scabbard,a sheath for a sword or dagger or bayonet,n04141327,scabbard,778
809,810,n04357314,"sunscreen, sunblock, sun blocker",a cream spread on the skin; contains a chemical (as PABA) to filter out ultraviolet light and so protect from sunburn,n04357314,sunscreen,839
810,811,n02823750,beer glass,a relatively large glass for serving beer,n02823750,beer_glass,442
811,812,n13052670,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",large greyish-brown edible fungus forming a mass of overlapping caps that somewhat resembles a hen at the base of trees,n13052670,hen-of-the-woods,997
812,813,n07583066,guacamole,a dip made of mashed avocado mixed with chopped onions and other seasonings,n07583066,guacamole,925
813,814,n03637318,"lampshade, lamp shade",a protective ornamental shade used to screen a light bulb from direct view,n03637318,lampshade,620
814,815,n04599235,"wool, woolen, woollen",a fabric made from the hair of sheep,n04599235,wool,912
815,816,n07802026,hay,grass mowed and cured for use as fodder,n07802026,hay,959
816,817,n02883205,"bow tie, bow-tie, bowtie",a man's tie that ties in a bow,n02883205,bow_tie,458
817,818,n03709823,"mailbag, postbag","letter carrier's shoulder bag; ""in Britain they call a mailbag a postbag""",n03709823,mailbag,637
818,819,n04560804,water jug,a jug that holds water,n04560804,water_jug,900
819,820,n02909870,"bucket, pail",a roughly cylindrical vessel that is open at the top,n02909870,bucket,464
820,821,n03207743,"dishrag, dishcloth",a cloth for washing dishes,n03207743,dishrag,534
821,822,n04263257,soup bowl,a bowl for serving soup,n04263257,soup_bowl,810
822,823,n07932039,eggnog,a punch made of sweetened milk or cream mixed with eggs and usually alcoholic liquor,n07932039,eggnog,970
823,824,n03786901,mortar,a bowl-shaped vessel in which substances can be ground and mixed with a pestle,n03786901,mortar,667
824,825,n04479046,trench coat,a military style raincoat; belted with deep pockets,n04479046,trench_coat,870
825,826,n03873416,"paddle, boat paddle",a short light oar used without an oarlock to propel a canoe or small boat,n03873416,paddle,694
826,827,n02999410,chain,a series of (usually metal) rings or links fitted into one another to make a flexible ligament,n02999410,chain,489
827,828,n04367480,"swab, swob, mop",cleaning implement consisting of absorbent material fastened to a handle; for cleaning floors,n04367480,swab,841
828,829,n03775546,mixing bowl,bowl used with an electric mixer,n03775546,mixing_bowl,660
829,830,n07875152,potpie,deep-dish meat and vegetable pie or a meat stew with dumplings,n07875152,potpie,965
830,831,n04591713,wine bottle,a bottle for holding wine,n04591713,wine_bottle,908
831,832,n04201297,shoji,a translucent screen made of a wooden frame covered with rice paper,n04201297,shoji,790
832,833,n02916936,bulletproof vest,a vest capable of resisting the impact of a bullet,n02916936,bulletproof_vest,466
833,834,n03240683,"drilling platform, offshore rig",drilling rig consisting of an offshore platform (floating or fixed to the sea bed) from which many oil wells can be bored radially,n03240683,drilling_platform,541
834,835,n02840245,"binder, ring-binder",holds loose papers or magazines,n02840245,binder,447
835,836,n02963159,cardigan,knitted jacket that is fastened up the front with buttons or a zipper,n02963159,cardigan,475
836,837,n04370456,sweatshirt,cotton knit pullover with long sleeves worn during athletic activity,n04370456,sweatshirt,842
837,838,n03991062,"pot, flowerpot",a container in which plants are cultivated,n03991062,pot,739
838,839,n02843684,birdhouse,a shelter for birds,n02843684,birdhouse,449
839,840,n03482405,hamper,a basket usually with a cover,n03482405,hamper,589
840,841,n03942813,ping-pong ball,light hollow ball used in playing table tennis,n03942813,ping-pong_ball,723
841,842,n03908618,"pencil box, pencil case",a box for holding pencils,n03908618,pencil_box,710
842,843,n03902125,"pay-phone, pay-station",a coin-operated telephone,n03902125,pay-phone,708
843,844,n07584110,consomme,clear soup usually of beef or veal or chicken,n07584110,consomme,926
844,845,n02730930,apron,a garment of cloth or leather or plastic that is tied about the waist and worn to protect your clothing,n02730930,apron,412
845,846,n04023962,"punching bag, punch bag, punching ball, punchball",an inflated ball or bag that is suspended and punched for training in boxing,n04023962,punching_bag,748
846,847,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",a bag carried by a strap on your back or shoulder,n02769748,backpack,415
847,848,n10148035,"groom, bridegroom",a man participant in his own marriage ceremony,n10148035,groom,983
848,849,n02817516,"bearskin, busby, shako",tall hat; worn by some British soldiers on ceremonial occasions,n02817516,bearskin,440
849,850,n03908714,pencil sharpener,a rotary implement for sharpening the point on pencils,n03908714,pencil_sharpener,711
850,851,n02906734,broom,a cleaning implement for sweeping; bundle of straws or twigs attached to a long handle,n02906734,broom,463
851,852,n03788365,mosquito net,a fine net or screen (especially around beds) to protect against mosquitos,n03788365,mosquito_net,670
852,853,n02667093,abaya,(Arabic) a loose black robe from head to toe; traditionally worn by Muslim women,n02667093,abaya,400
853,854,n03787032,mortarboard,an academic cap with a flat square with a tassel on top,n03787032,mortarboard,668
854,855,n03980874,poncho,a blanket-like cloak with a hole in the center for the head,n03980874,poncho,736
855,856,n03141823,crutch,a wooden or metal staff that fits under the armpit and reaches to the ground; used by disabled person while walking,n03141823,crutch,524
856,857,n03976467,"Polaroid camera, Polaroid Land camera",a camera that develops and produces a positive print within seconds,n03976467,Polaroid_camera,733
857,858,n04264628,space bar,the bar-shaped typewriter key that introduces spaces when used,n04264628,space_bar,811
858,859,n07930864,cup,a punch served in a pitcher instead of a punch bowl,n07930864,cup,969
859,860,n04039381,"racket, racquet",a sports implement (usually consisting of a handle and an oval frame with a tightly interlaced network of strings) used to strike a ball (or shuttlecock) in various games,n04039381,racket,753
860,861,n06874185,"traffic light, traffic signal, stoplight",a visual signal to control the flow of traffic at intersections,n06874185,traffic_light,921
861,862,n04033901,"quill, quill pen",pen made from a bird's feather,n04033901,quill,750
862,863,n04041544,"radio, wireless",a communication system based on broadcasting electromagnetic waves,n04041544,radio,755
863,864,n07860988,dough,a flour mixture stiff enough to knead or roll,n07860988,dough,962
864,865,n03146219,cuirass,medieval body armor that covers the chest and back,n03146219,cuirass,525
865,866,n03763968,military uniform,prescribed identifying uniform for soldiers,n03763968,military_uniform,653
866,867,n03676483,"lipstick, lip rouge",makeup that is used to color the lips,n03676483,lipstick,630
867,868,n04209133,shower cap,a tight cap worn to keep hair dry while showering,n04209133,shower_cap,794
868,869,n03782006,monitor,electronic equipment that is used to check the quality or content of electronic transmissions,n03782006,monitor,665
869,870,n03857828,"oscilloscope, scope, cathode-ray oscilloscope, CRO",electronic equipment that provides visual images of varying electrical quantities,n03857828,oscilloscope,689
870,871,n03775071,mitten,glove that encases the thumb separately and the other four fingers together,n03775071,mitten,659
871,872,n02892767,"brassiere, bra, bandeau",an undergarment worn by women to support their breasts,n02892767,brassiere,460
872,873,n07684084,French loaf,a loaf of French bread,n07684084,French_loaf,931
873,874,n04522168,vase,an open jar of glass or porcelain used as an ornament or to hold flowers,n04522168,vase,884
874,875,n03764736,milk can,large can for transporting milk,n03764736,milk_can,654
875,876,n04118538,rugby ball,inflated oval ball used in playing rugby,n04118538,rugby_ball,769
876,877,n03887697,paper towel,a disposable towel made of absorbent paper,n03887697,paper_towel,701
877,878,n13044778,earthstar,any fungus of the family Geastraceae; in form suggesting a puffball whose outer peridium splits into the shape of a star,n13044778,earthstar,996
878,879,n03291819,envelope,"a flat (usually rectangular) container for a letter, thin package, etc.",n03291819,envelope,550
879,880,n03770439,"miniskirt, mini",a very short skirt,n03770439,miniskirt,656
880,881,n03124170,"cowboy hat, ten-gallon hat",a hat with a wide brim and a soft crown; worn by American ranch hands,n03124170,cowboy_hat,516
881,882,n04487081,"trolleybus, trolley coach, trackless trolley",a passenger bus with an electric motor that draws power from overhead wires,n04487081,trolleybus,875
882,883,n03916031,"perfume, essence",a toiletry that emits and diffuses a fragrant odor,n03916031,perfume,712
883,884,n02808440,"bathtub, bathing tub, bath, tub",a relatively large open container that you fill with water and use to wash the body,n02808440,bathtub,436
884,885,n07697537,"hotdog, hot dog, red hot",a frankfurter served hot on a bun,n07697537,hotdog,935
885,886,n12985857,coral fungus,any of numerous fungi of the family Clavariaceae often brightly colored that grow in often intricately branched clusters like coral,n12985857,coral_fungus,992
886,887,n02917067,"bullet train, bullet",a high-speed passenger train,n02917067,bullet_train,467
887,888,n03938244,pillow,a cushion to support the head of a sleeping person,n03938244,pillow,722
888,889,n15075141,"toilet tissue, toilet paper, bathroom tissue",a soft thin absorbent paper for use in toilets,n15075141,toilet_tissue,1000
889,890,n02978881,cassette,a container that holds a magnetic tape used for recording or playing sound or video,n02978881,cassette,482
890,891,n02966687,"carpenter's kit, tool kit",a set of carpenter's tools,n02966687,carpenter's_kit,478
891,892,n03633091,ladle,a spoon-shaped vessel with a long handle; frequently used to transfer liquids from one container to another,n03633091,ladle,619
892,893,n13040303,"stinkhorn, carrion fungus","any of various ill-smelling brown-capped fungi of the order Phallales; ""the foul smell of the stinkhorn attracts insects that carry the spores away on their feet""",n13040303,stinkhorn,995
893,894,n03690938,lotion,any of various cosmetic preparations that are applied to the skin,n03690938,lotion,632
894,895,n03476991,hair spray,toiletry consisting of a commercial preparation that is sprayed on the hair to hold it in place,n03476991,hair_spray,586
895,896,n02669723,"academic gown, academic robe, judge's robe",a gown worn by academics or judges,n02669723,academic_gown,401
896,897,n03220513,dome,a hemispherical roof,n03220513,dome,539
897,898,n03127925,crate,a rugged box (usually made of wood); used for shipping,n03127925,crate,520
898,899,n04584207,wig,hairpiece covering the head and made of real or synthetic hair,n04584207,wig,904
899,900,n07880968,burrito,a flour tortilla folded around a filling,n07880968,burrito,966
900,901,n03937543,pill bottle,a small bottle for holding pills,n03937543,pill_bottle,721
901,902,n03000247,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",(Middle Ages) flexible armor made of interlinked metal rings,n03000247,chain_mail,491
902,903,n04418357,"theater curtain, theatre curtain",a hanging cloth that conceals the stage from the view of the audience; rises or parts at the beginning and descends or closes between acts and at the end of a performance,n04418357,theater_curtain,855
903,904,n04590129,window shade,an opaque window blind that can cover or uncover a window,n04590129,window_shade,906
904,905,n02795169,"barrel, cask",a cylindrical container that holds liquids,n02795169,barrel,428
905,906,n04553703,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",a basin for washing the hands (`wash-hand basin' is a British expression),n04553703,washbasin,897
906,907,n02783161,"ballpoint, ballpoint pen, ballpen, Biro",a pen that has a small metal ball as the point of transfer of ink to paper,n02783161,ballpoint,419
907,908,n02802426,basketball,an inflated ball used in playing basketball,n02802426,basketball,431
908,909,n02808304,bath towel,a large towel; to dry yourself after a bath,n02808304,bath_towel,435
909,910,n03124043,cowboy boot,a boot with a high arch and fancy stitching; worn by American cowboys,n03124043,cowboy_boot,515
910,911,n03450230,gown,"a woman's dress, usually with a close-fitting bodice and a long flared skirt, often worn on formal occasions",n03450230,gown,579
911,912,n04589890,window screen,screen to keep insects from entering a building through the open window,n04589890,window_screen,905
912,913,n12998815,agaric,a saprophytic fungus of the order Agaricales having an umbrellalike cap with gills on the underside,n12998815,agaric,993
913,914,n02992529,"cellular telephone, cellular phone, cellphone, cell, mobile phone","a hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver",n02992529,cellular_telephone,488
914,915,n03825788,nipple,a flexible cap on a baby's feeding bottle or pacifier,n03825788,nipple,681
915,916,n02790996,barbell,a bar to which heavy discs are attached at each end; used in weightlifting,n02790996,barbell,423
916,917,n03710193,"mailbox, letter box",a private box for delivery of mail,n03710193,mailbox,638
917,918,n03630383,"lab coat, laboratory coat",a light coat worn to protect clothing from substances used while working in a laboratory,n03630383,lab_coat,618
918,919,n03347037,"fire screen, fireguard",a metal screen before an open fire for protection (especially against flying sparks),n03347037,fire_screen,557
919,920,n03769881,minibus,a light bus (4 to 10 passengers),n03769881,minibus,655
920,921,n03871628,packet,a small package or bundle,n03871628,packet,693
921,922,n03733281,"maze, labyrinth",complex system of paths or tunnels in which it is easy to get lost,n03733281,maze,647
922,923,n03976657,pole,a long (usually round) rod of wood or metal or plastic,n03976657,pole,734
923,924,n03535780,"horizontal bar, high bar",gymnastic apparatus consisting of a bar supported in a horizontal position by uprights at both ends,n03535780,horizontal_bar,603
924,925,n04259630,sombrero,a straw hat with a tall crown and broad brim; worn in American southwest and in Mexico,n04259630,sombrero,809
925,926,n03929855,pickelhaube,a spiked helmet worn by German soldiers,n03929855,pickelhaube,716
926,927,n04049303,rain barrel,a barrel used as a cistern to hold rainwater,n04049303,rain_barrel,757
927,928,n04548362,"wallet, billfold, notecase, pocketbook",a pocket-size case for holding papers and paper money,n04548362,wallet,894
928,929,n02979186,cassette player,electronic equipment for playing cassettes,n02979186,cassette_player,483
929,930,n06596364,comic book,a magazine devoted to comic strips,n06596364,comic_book,918
930,931,n03935335,"piggy bank, penny bank",a child's coin bank (often shaped like a pig),n03935335,piggy_bank,720
931,932,n06794110,street sign,a sign visible from the street,n06794110,street_sign,920
932,933,n02825657,"bell cote, bell cot",a small shelter for bells; has a gable or shed roof,n02825657,bell_cote,443
933,934,n03388183,fountain pen,a pen that is supplied with ink from a reservoir in its barrel,n03388183,fountain_pen,564
934,935,n04591157,Windsor tie,a wide necktie worn in a loose bow,n04591157,Windsor_tie,907
935,936,n04540053,volleyball,an inflated ball used in playing volleyball,n04540053,volleyball,891
936,937,n03866082,overskirt,an outer skirt worn over another skirt,n03866082,overskirt,690
937,938,n04136333,sarong,a loose skirt consisting of brightly colored fabric wrapped around the body; worn by both women and men in the South Pacific,n04136333,sarong,776
938,939,n04026417,purse,a small bag for carrying money,n04026417,purse,749
939,940,n02865351,"bolo tie, bolo, bola tie, bola",a cord fastened around the neck with an ornamental clasp and worn as a necktie,n02865351,bolo_tie,452
940,941,n02834397,bib,top part of an apron; covering the chest,n02834397,bib,444
941,942,n03888257,"parachute, chute",rescue equipment consisting of a device that fills with air and retards your fall,n03888257,parachute,702
942,943,n04235860,sleeping bag,large padded bag designed to be slept in outdoors; usually rolls up like a bedroll,n04235860,sleeping_bag,798
943,944,n04404412,"television, television system",a telecommunication system that transmits images of objects (stationary or moving) between distant points,n04404412,television,852
944,945,n04371430,"swimming trunks, bathing trunks",swimsuit worn by men while swimming,n04371430,swimming_trunks,843
945,946,n03733805,measuring cup,graduated cup used to measure liquid or granular ingredients,n03733805,measuring_cup,648
946,947,n07920052,espresso,strong black coffee brewed by forcing hot water under pressure through finely ground coffee beans,n07920052,espresso,968
947,948,n07873807,"pizza, pizza pie",Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,n07873807,pizza,964
948,949,n02895154,"breastplate, aegis, egis",armor plate that protects the chest; the front part of a cuirass,n02895154,breastplate,462
949,950,n04204238,shopping basket,a handbasket used to carry goods while shopping,n04204238,shopping_basket,791
950,951,n04597913,wooden spoon,a spoon made of wood,n04597913,wooden_spoon,911
951,952,n04131690,"saltshaker, salt shaker",a shaker with a perforated top for sprinkling salt,n04131690,saltshaker,774
952,953,n07836838,"chocolate sauce, chocolate syrup",sauce made with unsweetened chocolate or cocoa and sugar and water,n07836838,chocolate_sauce,961
953,954,n09835506,"ballplayer, baseball player",an athlete who plays baseball,n09835506,ballplayer,982
954,955,n03443371,goblet,a drinking glass with a base and stem,n03443371,goblet,573
955,956,n13037406,gyromitra,any fungus of the genus Gyromitra,n13037406,gyromitra,994
956,957,n04336792,stretcher,a litter for transporting people who are ill or wounded or dead; usually consists of a sheet of canvas stretched between two poles,n04336792,stretcher,831
957,958,n04557648,water bottle,a bottle for holding water,n04557648,water_bottle,899
958,959,n03187595,"dial telephone, dial phone",a telephone with a dial for registering the number to be called,n03187595,dial_telephone,529
959,960,n04254120,soap dispenser,dispenser of liquid soap,n04254120,soap_dispenser,805
960,961,n03595614,"jersey, T-shirt, tee shirt",a close-fitting pullover shirt,n03595614,jersey,611
961,962,n04146614,school bus,a bus used to transport children to or from school,n04146614,school_bus,780
962,963,n03598930,jigsaw puzzle,a puzzle that requires you to reassemble a picture that has been mounted on a stiff base and cut into interlocking pieces,n03598930,jigsaw_puzzle,612
963,964,n03958227,plastic bag,a bag made of thin plastic material,n03958227,plastic_bag,729
964,965,n04069434,reflex camera,camera that allows the photographer to view and focus the exact scene being photographed,n04069434,reflex_camera,760
965,966,n03188531,"diaper, nappy, napkin",garment consisting of a folded cloth drawn up between the legs and fastened at the waist; worn by infants to catch excrement,n03188531,diaper,530
966,967,n02786058,Band Aid,trade name for an adhesive bandage to cover small cuts or blisters,n02786058,Band_Aid,420
967,968,n07615774,"ice lolly, lolly, lollipop, popsicle","ice cream or water ice on a small wooden stick; ""in England a popsicle is called an ice lolly""",n07615774,ice_lolly,930
968,969,n04525038,velvet,a silky densely piled fabric with a plain back,n04525038,velvet,886
969,970,n04409515,tennis ball,ball about the size of a fist used in playing tennis,n04409515,tennis_ball,853
970,971,n03424325,"gasmask, respirator, gas helmet",a protective mask with a filter; protects the face and lungs against poisonous gases,n03424325,gasmask,571
971,972,n03223299,"doormat, welcome mat",a mat placed outside an exterior door for wiping the shoes before entering,n03223299,doormat,540
972,973,n03680355,Loafer,a low leather step-in shoe; the top resembles a moccasin but it has a broad flat heel,n03680355,Loafer,631
973,974,n07614500,"ice cream, icecream",frozen dessert containing cream and sugar and flavoring,n07614500,ice_cream,929
974,975,n07695742,pretzel,glazed and salted cracker typically in the shape of a loose knot,n07695742,pretzel,933
975,976,n04033995,"quilt, comforter, comfort, puff",bedding made of two layers of cloth filled with stuffing and stitched together,n04033995,quilt,751
976,977,n03710721,"maillot, tank suit",a woman's one-piece bathing suit,n03710721,maillot,640
